step,entropy
0,0.012303646830445308
1,0.019880670382377633
2,0.02595664377599192
3,0.0056479107257016116
4,0.015065939837274606
5,0.012227821112693485
6,0.009840268112528085
7,0.019704560008582717
8,0.02017656173446673
9,0.021771663188288593
10,0.006269207570331392
11,0.009951845960576765
12,0.01241878461481385
13,0.01490194088532213
14,0.011632714566801818
15,0.017807951854484517
16,0.02916647031180195
17,0.005565300759995618
18,0.011376947724533773
19,0.013617747094951586
20,0.009209011316022909
21,0.013844224318109413
22,0.024124304277197518
23,0.026591136457396428
24,0.00641628988080552
25,0.009869955851954958
26,0.011545262347011854
27,0.01210997749896349
28,0.011287334776164752
29,0.019604763744323433
30,0.027300806753711687
31,0.00710737698547969
32,0.013118853730469305
33,0.018946533139038352
34,0.01130409865054485
35,0.014383357925062937
36,0.021379831783844557
37,0.02341017132989091
38,0.007436076807908047
39,0.011514077027091516
40,0.013022819934667714
41,0.009414698904563762
42,0.012839414931931291
43,0.02046351389665511
44,0.036224136652045304
45,0.006639155087950902
46,0.012697024423095888
47,0.014298474970107201
48,0.011554002476754241
49,0.017042986812561226
50,0.01746160685354486
51,0.024490278692935987
52,0.006914090729070002
53,0.011974452250937387
54,0.01025678066195175
55,0.010529307906620385
56,0.019758553919202605
57,0.019468782509655582
58,0.028129746490007292
59,0.006667504957941571
60,0.011421433040614005
61,0.012519541460069715
62,0.010014456167003334
63,0.012824515510545765
64,0.016939686163654172
65,0.026264383836807525
66,0.006909523918693484
67,0.010007116402328252
68,0.016436724796517695
69,0.01068723783839687
70,0.014979545413907383
71,0.011125710658194185
72,0.0141336705189094
73,0.02801119459245813
74,0.03818739061008222
75,0.005118687305583902
76,0.014136143725643972
77,0.015171293583396039
78,0.0099982165615286
79,0.014222951314572374
80,0.03193481150693021
81,0.022269572825244253
82,0.005860892364520722
83,0.013931296934806752
84,0.01333420673129082
85,0.008760354023008827
86,0.010330296356005771
87,0.022914944375766664
88,0.4262243519798281
89,0.016647696159202998
90,0.02589451848936965
91,0.006128304804714188
92,0.012503322686472015
93,0.013796459138722782
94,0.011229173332811506
95,0.014398797817924854
96,0.019167673929695896
97,0.025703754047407615
98,0.0063033070383835274
99,0.011443919894546023
100,0.019429720425563277
101,0.01127705540217483
102,0.010848871214979452
103,0.023779680220766198
104,0.024839298275421542
105,0.005156881394799777
106,0.010392101063187015
107,0.012809595257283203
108,0.05116880255983827
109,0.015148719929976379
110,0.009909546834258633
111,0.008587480691439742
112,0.025047445761442196
113,0.022245680976938922
114,0.005885727433925106
115,0.0118558841508172
116,0.013112175956553312
117,0.011147718378954416
118,0.014521929256442053
119,0.018210355436523454
120,0.022462966713018617
121,0.0067971683472355235
