episode,reward,steps,key,door,goal,exploration
766,1.04,7,1,1,1,0.28
767,0.98,9,1,1,1,0.28
768,0.92,11,1,1,1,0.28
769,0.92,11,1,1,1,0.28
770,0.96,11,1,1,1,0.28
771,0.32,29,1,1,1,0.28
772,1.04,7,1,1,1,0.28
773,0.74,19,1,1,1,0.28
774,1.04,7,1,1,1,0.28
775,1.04,7,1,1,1,0.28
776,0.84,13,1,1,1,0.28
777,1.04,7,1,1,1,0.28
778,0.92,12,1,1,1,0.28
779,-0.78,50,0,0,0,0.28
780,-0.7,50,0,0,0,0.28
781,1.04,7,1,1,1,0.28
782,1.0,8,1,1,1,0.28
783,0.62,24,1,1,1,0.28
784,0.96,11,1,1,1,0.28
785,1.04,7,1,1,1,0.28
786,1.04,7,1,1,1,0.28
787,0.88,13,1,1,1,0.28
788,1.04,7,1,1,1,0.28
789,1.0,8,1,1,1,0.28
790,0.5,33,1,1,1,0.28
791,0.7,22,1,1,1,0.28
792,1.0,9,1,1,1,0.28
793,1.0,8,1,1,1,0.28
794,-0.7,50,1,1,0,0.28
795,0.9,12,1,1,1,0.28
796,0.66,25,1,1,1,0.28
797,1.0,9,1,1,1,0.28
798,0.6,25,1,1,1,0.28
799,0.6,26,1,1,1,0.28
800,0.94,12,1,1,1,0.28
801,1.04,7,1,1,1,0.28
802,1.0,9,1,1,1,0.28
803,1.04,7,1,1,1,0.28
804,0.82,16,1,1,1,0.28
805,0.74,20,1,1,1,0.28
806,0.7,19,1,1,1,0.28
807,0.84,14,1,1,1,0.28
808,1.0,8,1,1,1,0.28
809,0.96,10,1,1,1,0.28
810,1.0,8,1,1,1,0.28
811,0.8,14,1,1,1,0.28
812,-0.86,50,0,0,0,0.28
813,1.02,8,1,1,1,0.28
814,0.96,10,1,1,1,0.28
815,0.96,9,1,1,1,0.28
816,1.0,8,1,1,1,0.28
817,0.96,9,1,1,1,0.28
818,-0.78,50,0,0,0,0.28
819,0.88,12,1,1,1,0.28
820,0.92,12,1,1,1,0.28
821,1.02,8,1,1,1,0.28
822,1.04,7,1,1,1,0.28
823,1.04,7,1,1,1,0.28
824,1.02,8,1,1,1,0.28
825,-0.7,50,0,0,0,0.28
826,0.5,30,1,1,1,0.28
827,1.04,7,1,1,1,0.28
828,1.04,7,1,1,1,0.28
829,0.88,13,1,1,1,0.28
830,0.24,40,1,1,1,0.28
831,0.46,34,1,1,1,0.28
832,0.98,10,1,1,1,0.28
833,0.96,11,1,1,1,0.28
834,0.96,9,1,1,1,0.28
835,0.58,23,1,1,1,0.28
836,0.62,24,1,1,1,0.28
837,0.78,17,1,1,1,0.28
838,1.0,9,1,1,1,0.28
839,1.0,8,1,1,1,0.28
840,0.66,23,1,1,1,0.28
841,0.52,29,1,1,1,0.28
842,0.92,11,1,1,1,0.28
843,0.96,10,1,1,1,0.28
844,1.02,8,1,1,1,0.28
845,0.84,13,1,1,1,0.28
846,-0.26,50,1,1,0,0.28
847,0.78,18,1,1,1,0.28
848,0.96,10,1,1,1,0.28
849,1.04,7,1,1,1,0.28
850,0.94,11,1,1,1,0.28
851,0.88,13,1,1,1,0.28
852,1.04,7,1,1,1,0.28
853,1.0,8,1,1,1,0.28
854,0.0,50,1,1,1,0.28
855,0.66,25,1,1,1,0.28
856,0.9,13,1,1,1,0.28
857,-0.8,50,0,0,0,0.28
858,1.04,7,1,1,1,0.28
859,0.72,18,1,1,1,0.28
860,1.0,9,1,1,1,0.28
861,1.0,8,1,1,1,0.28
862,0.96,10,1,1,1,0.28
863,1.0,8,1,1,1,0.28
864,0.92,12,1,1,1,0.28
865,0.94,12,1,1,1,0.28
866,0.94,11,1,1,1,0.28
867,1.0,8,1,1,1,0.28
868,-0.78,50,0,0,0,0.28
869,0.72,22,1,1,1,0.28
870,0.92,10,1,1,1,0.28
871,0.84,15,1,1,1,0.28
872,1.0,9,1,1,1,0.28
873,0.84,15,1,1,1,0.28
874,0.18,47,1,1,1,0.28
875,-0.84,50,0,0,0,0.28
876,0.96,10,1,1,1,0.28
877,-0.34,50,1,0,0,0.28
878,0.92,12,1,1,1,0.28
879,0.84,15,1,1,1,0.28
880,0.74,18,1,1,1,0.28
881,1.04,7,1,1,1,0.28
882,-0.8,50,0,0,0,0.28
883,0.9,12,1,1,1,0.28
884,-0.14,50,1,1,0,0.28
885,-0.8,50,0,0,0,0.28
886,-0.16,50,1,1,0,0.28
887,-0.3,50,1,1,0,0.28
888,0.96,9,1,1,1,0.28
889,0.96,9,1,1,1,0.28
890,1.0,9,1,1,1,0.28
891,1.0,9,1,1,1,0.28
892,0.96,11,1,1,1,0.28
893,-0.78,50,0,0,0,0.28
894,0.86,14,1,1,1,0.28
895,-0.42,50,1,1,0,0.28
896,1.0,8,1,1,1,0.28
897,-0.04,37,1,1,1,0.28
898,0.18,40,1,1,1,0.28
899,0.92,12,1,1,1,0.28
900,1.0,8,1,1,1,0.28
901,-0.66,50,0,0,0,0.27
902,0.98,9,1,1,1,0.27
903,1.0,8,1,1,1,0.27
904,-0.26,46,1,1,1,0.27
905,0.62,24,1,1,1,0.27
906,0.26,42,1,1,1,0.27
907,0.86,12,1,1,1,0.27
908,1.04,7,1,1,1,0.27
909,1.0,8,1,1,1,0.27
910,1.04,7,1,1,1,0.27
911,0.92,12,1,1,1,0.27
912,0.86,15,1,1,1,0.27
913,1.04,7,1,1,1,0.27
914,0.98,9,1,1,1,0.27
915,0.32,30,1,1,1,0.27
916,1.04,7,1,1,1,0.27
917,1.02,8,1,1,1,0.27
918,1.04,7,1,1,1,0.27
919,0.76,19,1,1,1,0.27
920,1.0,8,1,1,1,0.27
921,0.98,10,1,1,1,0.27
922,1.02,8,1,1,1,0.27
923,0.92,11,1,1,1,0.27
924,-0.26,50,1,1,0,0.27
925,1.04,7,1,1,1,0.27
926,0.7,22,1,1,1,0.27
927,-0.22,50,1,1,0,0.27
928,0.26,36,1,1,1,0.27
929,1.0,8,1,1,1,0.27
930,1.04,7,1,1,1,0.27
931,1.0,8,1,1,1,0.27
932,0.92,12,1,1,1,0.27
933,0.96,11,1,1,1,0.27
934,0.88,12,1,1,1,0.27
935,0.96,9,1,1,1,0.27
936,1.04,7,1,1,1,0.27
937,-0.36,50,1,0,0,0.27
938,1.04,7,1,1,1,0.27
939,0.96,9,1,1,1,0.27
940,0.86,15,1,1,1,0.27
941,1.04,7,1,1,1,0.27
942,1.0,9,1,1,1,0.27
943,-0.1,50,1,1,0,0.27
944,-0.82,50,0,0,0,0.27
945,1.04,7,1,1,1,0.27
946,0.88,13,1,1,1,0.27
947,0.44,34,1,1,1,0.27
948,0.36,28,1,1,1,0.27
949,0.74,20,1,1,1,0.27
950,-0.18,50,1,1,0,0.27
951,-0.78,50,0,0,0,0.27
952,1.04,7,1,1,1,0.27
953,-0.72,50,0,0,0,0.27
954,0.88,11,1,1,1,0.27
955,0.92,11,1,1,1,0.27
956,-0.08,50,1,1,0,0.27
957,0.96,10,1,1,1,0.27
958,0.76,19,1,1,1,0.27
959,-0.82,50,1,0,0,0.27
960,0.84,16,1,1,1,0.27
961,0.96,11,1,1,1,0.27
962,0.28,40,1,1,1,0.27
963,1.0,8,1,1,1,0.27
964,0.64,25,1,1,1,0.27
965,0.72,20,1,1,1,0.27
966,1.04,7,1,1,1,0.27
967,1.02,8,1,1,1,0.27
968,1.0,8,1,1,1,0.27
969,1.0,9,1,1,1,0.27
970,1.04,7,1,1,1,0.27
971,-0.82,50,0,0,0,0.27
972,0.92,10,1,1,1,0.27
973,0.88,15,1,1,1,0.27
974,0.9,13,1,1,1,0.27
975,-0.16,50,1,1,0,0.27
976,-0.5,50,1,0,0,0.27
977,0.96,11,1,1,1,0.27
978,1.0,8,1,1,1,0.27
979,1.0,8,1,1,1,0.27
980,0.96,11,1,1,1,0.27
981,0.8,15,1,1,1,0.27
982,0.96,9,1,1,1,0.27
983,0.76,17,1,1,1,0.27
984,0.84,17,1,1,1,0.27
985,0.96,10,1,1,1,0.27
986,1.0,8,1,1,1,0.27
987,1.0,8,1,1,1,0.27
988,0.98,10,1,1,1,0.27
989,1.0,9,1,1,1,0.27
990,0.54,29,1,1,1,0.27
991,0.98,9,1,1,1,0.27
992,1.04,7,1,1,1,0.27
993,1.0,9,1,1,1,0.27
994,1.0,9,1,1,1,0.27
995,-0.14,50,1,1,0,0.27
996,0.92,11,1,1,1,0.27
997,0.56,26,1,1,1,0.27
998,1.02,8,1,1,1,0.27
999,1.04,7,1,1,1,0.27
1000,0.88,12,1,1,1,0.27
