episode,reward,steps,key,door,goal
976,-0.32,50,1,0,0
977,-0.44,50,1,0,0
978,-0.32,50,1,1,0
979,-0.18,50,0,0,0
980,-0.42,50,0,0,0
981,-0.42,50,0,0,0
982,-0.42,50,0,0,0
983,-0.36,50,0,0,0
984,-0.4,50,0,0,0
985,-0.3,50,1,0,0
986,-0.44,50,1,0,0
987,-0.34,50,1,1,0
988,-0.4,50,1,0,0
989,-0.36,50,1,0,0
990,-0.38,50,1,0,0
991,-0.28,50,0,0,0
992,-0.32,50,1,1,0
993,-0.4,50,1,1,0
994,-0.28,50,1,0,0
995,-0.36,50,0,0,0
996,-0.4,50,1,0,0
997,-0.42,50,1,0,0
998,-0.38,50,0,0,0
999,-0.5,50,0,0,0
1000,-0.32,50,1,0,0
