episode,reward,length,key_picked,door_opened,goal_reached
986,1.03,15,True,True,True
987,1.03,15,True,True,True
988,1.03,15,True,True,True
989,0.98,18,True,True,True
990,1.0,16,True,True,True
991,1.02,16,True,True,True
992,-0.08,100,False,False,False
993,0.8599999999999999,30,True,True,True
994,0.97,17,True,True,True
995,1.03,15,True,True,True
996,1.03,15,True,True,True
997,0.98,18,True,True,True
998,1.03,15,True,True,True
999,0.98,18,True,True,True
