step,entropy
260,0.023580154817184736
261,0.09920548148520443
262,0.10203525588570682
263,0.08420615967603248
264,0.09241289152161045
265,0.007112530560392674
266,0.01279949179692157
267,0.01276892448935325
268,0.010209626550958124
269,0.017661195910083926
270,0.02240231354570677
271,0.018429895644628862
272,0.022569012540388192
273,0.008136093265207667
274,0.03447724256888656
275,0.02257743093336305
276,0.09571260529217045
277,0.08937558533278642
278,0.10683880897145444
279,0.10215063670864075
280,0.006519024018389891
281,0.012990876565888628
282,0.013973785862671197
283,0.011440866867233997
284,0.01711582894259114
285,0.02025562102246488
286,0.017875171692368172
287,0.02158997218610149
288,0.012778648346622257
289,0.03156649929165789
290,0.021032406997278624
291,0.0958615948767197
292,0.09544309635501877
293,0.09136514995151765
294,0.09421377488608307
295,0.005787999312124726
296,0.011260136446043479
297,0.017589302787785574
298,0.008798810825340635
299,0.02195728447127616
300,0.025079718968274326
301,0.018517292312746736
302,0.028461707079854768
303,0.009359972406268171
304,0.02207023953786211
305,0.022452194317938885
306,0.10003641413773631
307,0.10059157903139422
308,0.1032248949435452
309,0.09443914801975807
310,0.006064265878721017
311,0.012129314110157321
312,0.013961322613572181
313,0.009505522995117028
314,0.01570520070386696
315,0.022092555107471844
316,0.020882155926842283
317,0.018169417326171562
318,0.010081512821850224
319,0.028933444935296343
320,0.023950684470034705
321,0.10407457628540795
322,0.09743759581395413
323,0.09564835052478467
324,0.10040772151399556
325,0.006231248418395404
326,0.010260235281559936
327,0.015478487386102743
328,0.015525420447734504
329,0.018791261586236743
330,0.020460733998397537
331,0.01589263436015651
332,0.032445944756496634
333,0.010337849068757204
334,0.024473233588215928
335,0.03292539735039991
336,0.09974826761459796
337,0.06070742740756279
338,0.08997241398051292
339,0.08473703923037443
340,0.0957057816951152
341,0.09641463028961411
342,0.006448862835201642
343,0.011609774040881052
344,0.013495968571115112
345,0.010732356212073644
346,0.01914486533899635
347,0.018356504941837045
348,0.016569894885112423
349,0.01927123613439238
350,0.010610261738102152
351,0.025718523848224928
352,0.028371229608588823
353,0.09848150431867261
354,0.025501064513169944
355,0.09184219067699095
356,0.08467658975252691
357,0.10589170851396731
358,0.09407716406579818
359,0.007812276781954099
360,0.016767249144176308
361,0.019030007627641267
362,0.011629449748739943
363,0.019432132293993248
364,0.022784541454837996
365,0.021682192591079306
366,0.021518241089513408
367,0.00909508409517536
368,0.019181642860573892
369,0.02530084702834035
370,0.11164411193487295
371,0.10468636685015108
372,0.1131338781597974
373,0.09395770945357752
374,0.00638722304704692
375,0.013372096443636693
376,0.016299619797816495
377,0.009990947393770135
378,0.02171398203543364
379,0.019002247994166572
380,0.016481156875578842
381,0.020159495797869634
382,0.010572839585663048
383,0.021140436482272464
384,0.02451005971750655
385,0.09875617956132879
386,0.10675831459859393
387,0.09785739979994922
388,0.0989077522986303
389,0.006507553176766258
390,0.011735482845517994
391,0.012887229876357506
392,0.011341017365955624
393,0.020173923030042385
394,0.021411364301715467
395,0.01977090027832493
396,0.021318183315741073
397,0.011251704165150596
398,0.023246988293122276
399,0.024770134129014687
400,0.10705473832087391
401,0.10916211877749908
402,0.07786658433973226
403,0.10225281475084096
404,0.006504858342006572
405,0.011076894626343824
406,0.01803323587401888
407,0.011870834494568811
408,0.019559482187609892
409,0.021290539414916564
410,0.0210402282097785
411,0.019537354104893465
412,0.01142369561392523
413,0.027071889886287843
414,0.027356295930172036
415,0.11264085706998579
416,0.1106453021292807
417,0.026004422843296578
418,0.09837925220757629
419,0.10301451150272287
420,0.11070179817979771
421,0.0049013755296579125
422,0.010237946330459744
423,0.01534514254120623
424,0.01148306299149346
425,0.014057312430966699
426,0.01751486817648904
427,0.015695556702126582
428,0.019217145008346335
429,0.010602088698345698
430,0.02295756639617883
431,0.03258599746579819
432,0.08198514827414426
433,0.10186496223491047
434,0.10178506967183096
435,0.089146934650458
436,0.006695221770335698
437,0.017442538742099473
438,0.011077160811439262
439,0.009726188124582287
440,0.024365949421489314
441,0.02566234721982245
442,0.02009984487530844
443,0.020031831111444475
444,0.044972805149364393
445,0.019159504361918947
446,0.012050731640677959
447,0.028690114723617773
448,0.02179680031990997
449,0.10366203105123281
450,0.09857103509686
451,0.1000063329072988
452,0.08944982088392463
453,0.006204138045088275
454,0.013215543730397477
455,0.01066912915062156
456,0.012000945769219002
457,0.025843362343332437
458,0.021385113821999254
459,0.019051413538620506
460,0.018497238159121722
461,0.010686281886706296
462,0.024835643438328527
463,0.039484721213575893
464,0.10589187516898359
465,0.11240176267330419
466,0.0916225023310933
467,0.10576640245895304
468,0.005895283478851337
469,0.012919564421494235
470,0.01923287539016023
471,0.010277396118930188
472,0.018154943800938735
473,0.02233935035469712
474,0.02163402466207001
475,0.019798490942130348
476,0.010860884264069228
477,0.026571404040538944
478,0.022625848844896754
479,0.10694663476698395
480,0.09450768026589489
481,0.1049775316808064
482,0.09138740765480229
483,0.0057057741574806165
484,0.012654386200112697
485,0.02470233794253308
486,0.010040883717674339
487,0.021627321426970977
488,0.01902029534363728
489,0.018725452529358907
490,0.02335058058830781
491,0.010404895307665576
492,0.021678030844978453
493,0.02403421798228922
494,0.08370930552084657
495,0.09566493269890396
496,0.11531516085752824
497,0.08188921053644233
498,0.0060686104824091685
499,0.01203523040951144
500,0.019744652113261717
501,0.009363749341307138
502,0.017941822125612895
503,0.017311713396997604
504,0.022046556008327122
505,0.021256060343771803
506,0.009814415753128527
507,0.025304196331236862
508,0.03047768188935947
509,0.10902617457727928
510,0.07993268990399349
511,0.0973005961319646
512,0.05288358546187515
513,0.09706199244171981
514,0.07950971021407717
515,0.00582255418815536
516,0.011851608986719163
517,0.010143186751136752
518,0.013315132833212921
519,0.017363934283416572
520,0.022550546238723792
521,0.021637603115613902
522,0.0232187541557818
523,0.011777930109628371
524,0.022623601316830055
525,0.023009551187991407
526,0.09630680449408462
527,0.09698266465397322
528,0.0930687993726062
529,0.09478765143462378
530,0.00651053097785566
531,0.011180740376033275
532,0.010820227384057298
533,0.01001729624623901
534,0.017312660090076166
535,0.020380251198802043
536,0.02464014090166769
537,0.021362170981425486
538,0.010167300806130448
539,0.024950818257145128
540,0.022553312249063345
541,0.09801585168597805
542,0.09137471409772939
543,0.0864864354534303
544,0.11658088718890788
545,0.08883155854938284
546,0.006244094742566552
547,0.01638923506083852
548,0.017293858163726212
549,0.01073526920287894
550,0.019720996359562776
551,0.01774393433903163
552,0.026130353854621886
553,0.019053877486743063
554,0.010807650716961095
555,0.024714182021953576
556,0.03313837320258651
557,0.10203022845938253
558,0.09480256705858034
559,0.0254958125655043
560,0.1079528699794124
561,0.09903353054285736
562,0.04763453111248414
563,0.08504072170447435
564,0.11983930754987991
565,0.08805402031234286
566,0.00719099382524234
567,0.013429093616529024
568,0.009924557358988343
569,0.010075644019159061
570,0.016797801406500102
571,0.01750814295218647
572,0.018455289702733666
573,0.022282826528344072
574,0.009105166144996709
575,0.02614030223323226
576,0.028624498940265756
577,0.09929393826439804
578,0.12175317375677452
579,0.10182716858066426
580,0.09696059212292889
581,0.026389594991048648
582,0.09859204288752259
583,0.10704412795150443
584,0.12177420932327315
585,0.007144145248445218
586,0.012160043443435908
587,0.01231774075258551
588,0.012877592818576141
589,0.023095336857618626
590,0.02010274976482822
591,0.024003914545163332
592,0.026720548706839466
593,0.009807413927792
594,0.02565629208756448
595,0.023074991057715134
596,0.1003674095172812
597,0.10330697253906032
598,0.10271788409097855
599,0.09728219926989032
600,0.11112109294213195
601,0.005425429172291611
602,0.00987637785671403
603,0.014004217763038795
604,0.012234785903581949
605,0.018853605607567873
606,0.01996558574247542
607,0.06359227666163784
608,0.01905932502258753
609,0.019594982020729332
610,0.01512360941686454
611,0.010015473456998509
612,0.024099826821682224
613,0.029727426467275397
614,0.09188105833023094
615,0.09765011799415198
616,0.10383125070303538
617,0.10044766316622931
618,0.0066244894465187585
619,0.010960601830126383
620,0.013836820900476726
621,0.011093641140826394
622,0.018692379609913965
623,0.022507991343248736
624,0.02576390262036463
625,0.018235835136789398
626,0.01281252097868002
627,0.01697229846715136
628,0.02638266954926125
629,0.08974094868013188
630,0.09744826173499568
631,0.09323522292358016
632,0.11808539312416061
633,0.007461362655984923
634,0.01167752856360859
635,0.011256259402262096
636,0.01081516292328496
637,0.01531308691175646
638,0.023477506900424758
639,0.020371747163666045
640,0.017100711943823253
641,0.012155645602728669
642,0.0259997611321469
643,0.026656344861819774
644,0.12418196692950881
645,0.09916957658780932
646,0.08049883551150148
647,0.10612971965304313
648,0.005700804018818184
649,0.012507285372414538
650,0.010685553928336597
651,0.010509614838863967
652,0.014680493403141582
653,0.01879433891740531
654,0.02446988891462542
655,0.020112047725944528
656,0.010652699743600513
657,0.025384352764758814
658,0.16803773442715234
659,0.02279632303862739
660,0.025157273731819998
661,0.08989190109042838
662,0.09330608833994483
663,0.09600530705242029
664,0.09629929575974025
665,0.005949551675852174
666,0.011694940540829753
667,0.016065628053681797
668,0.010518371171177382
669,0.01799913987794625
670,0.01791540730553341
671,0.02097314030711606
672,0.04613001128931339
673,0.016823061214730685
674,0.019496868509203815
675,0.009743107080713638
676,0.020685347925887297
677,0.04462110751335343
678,0.13240870663565169
679,0.05323153798932595
680,0.08301687244545068
681,0.10248632620447737
682,0.08997621001143917
683,0.0980032414564133
684,0.006685812705875209
685,0.011200663751763573
686,0.020049440991497462
687,0.011353907668533844
688,0.015244861357142647
689,0.020311024556764083
690,0.018520743460375414
691,0.022088691951608487
692,0.009554905538290071
693,0.03569706007258863
694,0.026913799086127593
695,0.09825632561584992
696,0.08615511602246487
697,0.10191886587406321
698,0.12259199474674339
699,0.005744160941559059
700,0.012454476564132604
701,0.02867127113351375
702,0.010999616463832108
703,0.019127023993642977
704,0.01876720886954765
705,0.0189805805273979
706,0.018790678293679784
707,0.01087957045776899
708,0.027135473404302515
709,0.023261832162835713
710,0.10321376609190289
711,0.09043316880745142
712,0.08274896524817765
713,0.08990391876882416
714,0.00629779932156096
715,0.011768396053905677
716,0.012255689534859362
717,0.010268423366560916
718,0.021872922313246286
719,0.017569637495865202
720,0.0229282073374785
721,0.02568115377547841
722,0.01208917339776524
723,0.02892656578656902
724,0.02352085572188012
725,0.09252205055727014
726,0.11017147414217668
727,0.11123433502569037
728,0.08895629057045217
729,0.005944096038722192
730,0.013798441639020545
731,0.01200572552767187
732,0.012580060377507342
733,0.01763696727976654
734,0.02112383810558214
735,0.024199623085941507
736,0.021416428762487803
737,0.01232906287775365
738,0.021822904976486947
739,0.031020905488170727
740,0.0975404775106675
741,0.09912966271141162
742,0.09605438695471308
743,0.1147958175337573
744,0.008639379841091178
745,0.011910625694357316
746,0.01868516599382759
747,0.009774228747676372
748,0.021033073617343724
749,0.01768203010177122
750,0.020900441685572382
751,0.028760963937411406
752,0.00893007306119697
753,0.02274680335226387
754,0.02435153839188759
755,0.10615250509721265
756,0.10165504172468891
757,0.09531292027008448
758,0.08454370089427216
759,0.005474148567379064
760,0.013963043558080514
761,0.011300713470526776
762,0.010121494980511542
763,0.02689944823750397
764,0.020777609994619178
765,0.021269031659205156
766,0.020767279698263173
767,0.010387079423495248
768,0.022586890920189624
769,0.02527893652300628
770,0.08622483337093964
771,0.10073714292949786
772,0.10193668870219255
773,0.09964834867372947
774,0.005980949943848862
775,0.012082673852130542
776,0.011886856522661186
777,0.01011492136598072
778,0.021300272530797585
779,0.02461787162511803
780,0.020584734589117665
781,0.020404906882598633
782,0.010939876427130265
783,0.020662942084810412
784,0.024347855778958528
785,0.10382162174653953
786,0.09369652400862756
787,0.11450769878645499
788,0.08197010302961949
789,0.09286945219730604
790,0.09810435475823175
791,0.04456115337124873
792,0.09162374298510334
793,0.08268155329409467
794,0.0060433894446164
795,0.011515132508861253
796,0.01833604225195686
797,0.01107474778568279
798,0.020447343730770492
799,0.020469851416579546
800,0.02175705309852854
801,0.01952985462916112
802,0.010972485258647946
803,0.022299096224307854
804,0.02443753006563215
805,0.101449778296311
806,0.1008817439319519
807,0.10396233413194718
808,0.09199497629246647
809,0.0069668289404353195
810,0.010415440866750936
811,0.012188513675382776
812,0.011034122153486413
813,0.015599184966986436
814,0.018850828023963304
815,0.021533078015267833
816,0.021374933978088494
817,0.011356861165766707
818,0.02281916171981599
819,0.024344895337766657
820,0.10512355850951079
821,0.08966599095725648
822,0.10009061405247353
823,0.10702453672848018
824,0.09202665926278263
825,0.006371433641581427
826,0.012779893629938307
827,0.014076264809761898
828,0.011010986039386826
829,0.015353533158345043
830,0.02550376339857239
831,0.018064311247921537
832,0.017926519954604703
833,0.013222035174746663
834,0.025446792844189603
835,0.028256057104425227
836,0.10740854692042434
837,0.09739219158063138
838,0.0900517417682595
839,0.10490461085257435
840,0.006595740298884932
841,0.012386257953477803
842,0.014061216093257625
843,0.011681549115876209
844,0.01745515012899073
845,0.018381555273970784
846,0.02008966040209167
847,0.02496022269229961
848,0.012807694927167074
849,0.024788540249700987
850,0.027579354410843235
851,0.1036415510014551
852,0.08012452834494929
853,0.09300651668957967
854,0.09745950168998219
855,0.006415451976418141
856,0.011243197815361594
857,0.019440367829380804
858,0.011992691716607414
859,0.020265580974340273
860,0.014841669635755911
861,0.02044993614213476
862,0.01778446275580185
863,0.012274924301321025
864,0.024750864642757966
865,0.023549344471051017
866,0.09852724186202791
867,0.10301103952321715
868,0.09959295439804229
869,0.09295787194205159
870,0.005514698973352818
871,0.010774179677199494
872,0.015233501040199946
873,0.010905526976553719
874,0.022404989284579176
875,0.018586031720327394
876,0.019097838533917933
877,0.0193582971778247
878,0.012602568063316394
879,0.024915795242544475
880,0.027058696364166124
881,0.11448989447554968
882,0.09035110972916033
883,0.10185643505324443
884,0.07864639093671598
885,0.005449061200797265
886,0.014077177940371902
887,0.013731578257699474
888,0.013432618833053826
889,0.01817268908819245
890,0.02145375485682725
891,0.019866231576939862
892,0.01910755197524842
893,0.010295801082289986
894,0.02235733520853673
895,0.028148147981387584
896,0.10311452302971151
897,0.09383741230766349
898,0.10934628182909426
899,0.03149296276572683
900,0.08903750711504987
901,0.09725696955214878
902,0.007214521694362822
903,0.011743452195810114
904,0.014196516819942358
905,0.012408794572449403
906,0.011723678115198562
907,0.015663203639765824
908,0.026309621415113994
909,0.020719139545089922
910,0.026549560660141983
911,0.00939904317030924
912,0.0241060694408335
913,0.021369897293152203
914,0.09342352457474615
915,0.10874168520588696
916,0.11915086493626259
917,0.09507100199673824
918,0.005876075330899217
919,0.00965786303988931
920,0.013377958302368844
921,0.010178924993515583
922,0.017763272107551964
923,0.021590381879683165
924,0.022653518206904304
925,0.016808566857620826
926,0.011348780712130404
927,0.025800279706972514
928,0.03076221986846488
929,0.11847290307144653
930,0.09004759391007668
931,0.02572971982480436
932,0.09592019263216417
933,0.09508431588081614
934,0.09277871779955667
935,0.005878505716553218
936,0.013900763189706988
937,0.011351339561026116
938,0.00968201528665757
939,0.015253026295613589
940,0.02911012239907719
941,0.0377775859250636
942,0.020586521501236608
943,0.011060724460459205
944,0.0245152537988471
945,0.024714448207049017
946,0.09913177367495109
947,0.02116452507608312
948,0.10270883842703966
949,0.10272935551126544
950,0.10372517478517676
951,0.08417118989845092
952,0.1042907463587398
953,0.006536362505378184
954,0.012559656711278754
955,0.011660034416205792
956,0.010553227530761761
957,0.0189865939959018
958,0.019168186625336238
959,0.019288229159419853
960,0.019220192249025853
961,0.010885611702108933
962,0.02167855627121032
963,0.02444596697583104
964,0.08800568109901127
965,0.12176291381661455
966,0.09290172771879117
967,0.1036239966730742
968,0.006756838990623633
969,0.010639775878553737
970,0.011925762367675733
971,0.010773297794405043
972,0.020029525717052677
973,0.020182431694484394
974,0.020301937229071122
975,0.021768536092080445
976,0.00890288919765697
977,0.026121910000463985
978,0.024044268205631762
979,0.10077560320380917
980,0.10016256272644397
981,0.10708240305357544
982,0.09739480250921968
983,0.005852948475411645
984,0.011803716501417321
985,0.012484416600736892
986,0.011443679170633627
987,0.020887336120264808
988,0.01909049182528384
989,0.020859264008634595
990,0.017943685421280962
991,0.011801945791869406
992,0.027744879876451724
993,0.035386972953627166
994,0.09317457901488033
995,0.08610916553103322
996,0.09094218877882536
997,0.103524855455615
998,0.005885063128513012
999,0.011102986552329277
1000,0.01923628255938184
1001,0.010369485746013285
1002,0.019785038178872203
1003,0.023022865072069326
1004,0.0172596499069829
1005,0.01923677558047165
1006,0.009789709146965855
1007,0.02890927301397755
1008,0.023912997289826664
1009,0.09873518102927821
1010,0.0972578861547383
1011,0.08753122352629022
1012,0.02525480395078855
1013,0.10281193307182938
1014,0.10413531278022793
1015,0.0054186142551851425
1016,0.010663181649728268
1017,0.019891952001118204
1018,0.011710844521618935
1019,0.017195361577128566
1020,0.01881575871630257
1021,0.017916601666483376
1022,0.01664236204135572
1023,0.010548297319863646
1024,0.02416946547195486
1025,0.03516196784977976
1026,0.09444137934525375
1027,0.09412649395061538
1028,0.10174542429518169
1029,0.09731063246738912
1030,0.10910638193316732
1031,0.00625822917113432
1032,0.02037633017661359
1033,0.014461919562665265
1034,0.0119024156201528
1035,0.015539323411001891
1036,0.02163494820861853
1037,0.01914358533588524
1038,0.023364723118161092
1039,0.008676938558057509
1040,0.03214706287272661
1041,0.029889440604277107
1042,0.12096225682537251
1043,0.023868903150104075
1044,0.10157260304330519
1045,0.10228958995776549
1046,0.029844348849109876
1047,0.09345114301438762
1048,0.1245590701968896
1049,0.125944325209386
1050,0.005932413985011962
1051,0.013335544600727023
1052,0.015581586660198465
1053,0.01112835630657754
1054,0.018569236598131745
1055,0.022399746595525544
1056,0.021265265718767957
1057,0.022222925623258463
1058,0.010426236408360708
1059,0.02578762318434768
1060,0.024670020757293878
1061,0.1116723877359675
1062,0.09633415443397764
1063,0.09780869024213702
1064,0.10026581476763795
1065,0.005932562122804206
1066,0.0118885045555999
1067,0.017599466429125306
1068,0.009592308594841894
1069,0.016276876017401052
1070,0.018556759461114705
1071,0.02291708080048918
1072,0.024378434659791868
1073,0.0112778875199297
1074,0.025163159894408687
1075,0.0923644504635467
1076,0.09422306127393434
1077,0.09284375029035172
1078,0.09853444506217576
1079,0.08577392970718535
1080,0.4894337850346357
1081,0.31259725829936674
1082,0.31861109714774677
1083,0.08822887845886271
1084,0.11938175620269868
1085,0.08126450420793792
1086,0.11594083008168223
1087,0.12738816871871486
1088,0.21326005454102148
1089,0.022401799692739924
1090,0.03685259040376287
1091,0.0973067901434028
1092,0.10745555289362572
1093,0.09318648558993194
1094,0.08566476141291364
1095,0.005782591125381323
1096,0.011989520641992192
1097,0.018083129376842515
1098,0.013269259882656904
1099,0.01825163611551991
1100,0.02122084984227784
1101,0.019885086740308904
1102,0.02290438492876328
1103,0.010540340700163048
1104,0.02110986223074513
1105,0.027383456068518747
1106,0.10021458686735762
1107,0.12494663569584762
1108,0.036860844456374456
1109,0.09735643482102851
1110,0.09597345742708786
1111,0.09800253780190013
1112,0.007426914832655714
1113,0.01142540961447455
1114,0.010890650701698229
1115,0.008844370719077885
1116,0.020933860645641397
1117,0.023961412886707365
1118,0.03704678516147655
1119,0.01959473898216393
1120,0.009373205856154206
1121,0.03346212371822947
1122,0.020939519972235716
1123,0.09471941546407145
1124,0.08146291626342456
1125,0.10621229721360707
1126,0.09811528917902175
1127,0.006729862288527474
1128,0.010795624937279797
1129,0.017673029573565906
1130,0.015534697576973776
1131,0.016981127711034393
1132,0.01966321799128166
1133,0.021926298211514154
1134,0.017757957664255215
1135,0.009081826920096037
1136,0.01850270421219022
1137,0.024674381563553057
1138,0.10655908778524996
1139,0.0913552247194373
1140,0.10124235761133354
1141,0.09092638432811535
1142,0.006356708397834436
1143,0.012676848750188175
1144,0.0131610081909747
1145,0.011550728400080352
1146,0.01576304851173819
1147,0.015443642599783381
1148,0.016636207379018584
1149,0.020694544042271435
1150,0.010270342213901076
1151,0.026702774486423206
1152,0.02403544011907523
1153,0.10044524666849333
1154,0.09801432401499555
1155,0.09482298229807394
1156,0.11223759822366194
1157,0.09230505646746892
1158,0.10496278271186611
1159,0.10115776167335028
1160,0.006878453174096835
1161,0.015460259493697736
1162,0.02239269616247594
1163,0.013637757270169526
1164,0.017865501072118255
1165,0.017390714818670657
1166,0.020904191423438558
1167,0.02408402468562521
1168,0.009348283408598928
1169,0.02299511238255364
1170,0.023732836273275083
1171,0.09905185333603553
1172,0.09976902542273614
1173,0.08379630869795379
1174,0.08969308165601309
1175,0.005664016081302124
1176,0.012988670701575998
1177,0.017267075313819123
1178,0.010373733134275278
1179,0.024664331340210514
1180,0.01801271184583409
1181,0.020022588702000257
1182,0.01707370110059529
1183,0.010222353670499576
1184,0.019656477721734567
1185,0.03410198176529681
1186,0.1016275806814517
1187,0.10934380052107416
1188,0.10148135016328297
1189,0.0896424925999618
1190,0.006567059433514717
1191,0.010668227593276576
1192,0.010591220245166306
1193,0.011014401309893947
1194,0.018196428169399526
1195,0.019667483896767684
1196,0.03996143325832266
1197,0.019354313660005142
1198,0.025988997995679185
1199,0.02116079617009398
1200,0.011844588644158605
1201,0.02365559630253793
1202,0.02295121267368337
1203,0.09332878119799418
1204,0.09842198996063864
1205,0.08980678667017226
1206,0.09044696413935413
1207,0.12208019719176487
1208,0.037641532936152626
1209,0.10296803327040635
1210,0.0053358526797074
1211,0.014593593228093027
1212,0.013001767008271556
1213,0.011292861010211349
1214,0.018518307288088905
1215,0.024827708807831465
1216,0.020691750256095834
1217,0.019348897371976224
1218,0.01062224585402938
1219,0.024306560054717548
1220,0.03405571416640364
1221,0.10214907200321018
1222,0.09514370061828191
1223,0.10776055009063182
1224,0.09179454585956051
1225,0.0066954034705964975
1226,0.011991939454381175
1227,0.013452159133711993
1228,0.011355433024863356
1229,0.01707907803952314
1230,0.016989004475206362
1231,0.02219441141290452
1232,0.019118367191408726
1233,0.010554090896332182
1234,0.02735028014701513
1235,0.02859513293760641
1236,0.10387974731277122
1237,0.091822173557814
1238,0.09092955077342456
1239,0.06730827614562714
1240,0.11288602511614938
1241,0.09627754728011645
1242,0.0063632681244472356
1243,0.01292044283230918
1244,0.013289499208522222
1245,0.010594599638551869
1246,0.01703224797995005
1247,0.02076608765196621
