episode,reward,steps,key,door,goal
986,0.72,18,1,1,1
987,0.46,27,1,1,1
988,0.52,29,1,1,1
989,-0.28,50,1,1,0
990,0.84,14,1,1,1
991,0.1,41,1,1,1
992,0.58,28,1,1,1
993,0.84,15,1,1,1
994,-0.1,50,1,1,0
995,0.62,26,1,1,1
996,0.74,18,1,1,1
997,0.94,11,1,1,1
998,0.62,26,1,1,1
999,0.78,16,1,1,1
1000,0.88,12,1,1,1
